river_name,country,date,current_speed_ms,u_ms,v_ms
Tugaloo,United States of America,2024-09-02,,,
Tugaloo,United States of America,2024-09-02,,,
Chattooga,United States of America,2024-09-02,,,
Savannah,United States of America,2024-09-02,,,
Savannah,United States of America,2024-09-02,,,
Coppermine,Canada,2024-09-02,0.003605551349855083,0.003000000026077032,0.0020000000949949026
Coppermine,Canada,2024-09-02,0.003605551349855083,0.003000000026077032,0.0020000000949949026
Rainy,Canada,2024-09-02,,,
Rainy,Canada,2024-09-02,,,
Winnipeg,Canada,2024-09-02,,,
Winnipeg,Canada,2024-09-02,,,
Back,Canada,2024-09-02,0.0014142136295446348,0.0010000000474974513,0.0010000000474974513
Back,Canada,2024-09-02,0.0014142136295446348,0.0010000000474974513,0.0010000000474974513
South Saskatchewan,Canada,2024-09-02,,,
South Saskatchewan,Canada,2024-09-02,,,
Pit,United States of America,2024-09-02,0.006403124632470025,0.005000000353902578,-0.004000000189989805
Pit,United States of America,2024-09-02,0.006403124632470025,0.005000000353902578,-0.004000000189989805
Nelson,Canada,2024-09-02,,,
Nelson,Canada,2024-09-02,0.008062258131235244,0.0010000000474974513,-0.00800000037997961
Skeena,Canada,2024-09-02,0.006708203990809385,0.003000000026077032,-0.006000000052154064
Liard,Canada,2024-09-02,0.003162277699927237,-0.003000000026077032,0.0010000000474974513
Coco,Nicaragua,2024-09-02,,,
Double Mountain Fork Brazos,United States of America,2024-09-02,,,
Beaver,Canada,2024-09-02,,,
Finlay,Canada,2024-09-02,0.0022360680837073196,0.0020000000949949026,0.0010000000474974513
Verde,Mexico,2024-09-02,0.013928388654570543,0.005000000353902578,-0.013000000268220901
S. Branch Potomac,United States of America,2024-09-02,,,
Hudson,United States of America,2024-09-02,,,
Wabash,United States of America,2024-09-02,,,
Saint John,Canada,2024-09-02,,,
Yadkin,United States of America,2024-09-02,,,
Willamette,United States of America,2024-09-02,0.03423448739453409,0.004000000189989805,0.03400000184774399
Gila,United States of America,2024-09-02,0.04280187091169694,-0.03400000184774399,0.026000000536441803
Brazos,United States of America,2024-09-02,,,
Great Bear,Canada,2024-09-02,0.004472136167414639,0.004000000189989805,0.0020000000949949026
Pánuco,Mexico,2024-09-02,0.013928388654570543,0.005000000353902578,-0.013000000268220901
Trinity,United States of America,2024-09-02,0.013601470820968664,-0.013000000268220901,-0.004000000189989805
Great Pee Dee,United States of America,2024-09-02,,,
Pend Orielle,United States of America,2024-09-02,,,
Potomac,United States of America,2024-09-02,,,
Mississippi,United States of America,2024-09-02,,,
Mississippi,United States of America,2024-09-02,,,
Usumacinta,Mexico,2024-09-02,,,
Stikine,Canada,2024-09-02,0.006708203990809385,0.003000000026077032,-0.006000000052154064
San Juan,Nicaragua,2024-09-02,0.0737563572422758,-0.0560000017285347,-0.04800000041723251
San Juan,Nicaragua,2024-09-02,0.03512833629119482,-0.03500000014901161,-0.003000000026077032
Thelon,Canada,2024-09-02,0.0022360680837073196,0.0020000000949949026,0.0010000000474974513
Thelon,Canada,2024-09-02,0.0022360680837073196,0.0020000000949949026,0.0010000000474974513
Colorado,United States of America,2024-09-02,0.0010000000474974513,0.0,0.0010000000474974513
Colorado,United States of America,2024-09-02,0.005099019869937831,-0.005000000353902578,0.0010000000474974513
Sacramento,United States of America,2024-09-02,0.008062258131235244,-0.00800000037997961,-0.0010000000474974513
Sacramento,United States of America,2024-09-02,0.01100000087171793,0.0,-0.01100000087171793
Tennessee,United States of America,2024-09-02,,,
Tennessee,United States of America,2024-09-02,,,
Klamath,United States of America,2024-09-02,0.030886891324646795,0.027000000700354576,0.015000000596046448
Klamath,United States of America,2024-09-02,0.010049876330139517,-0.010000000707805157,-0.0010000000474974513
Athabasca,Canada,2024-09-02,0.0014142136295446348,0.0010000000474974513,0.0010000000474974513
Athabasca,Canada,2024-09-02,0.02059126157660954,0.010000000707805157,-0.018000001087784767
Holston,United States of America,2024-09-02,,,
Fraser,Canada,2024-09-02,,,
Sprague,United States of America,2024-09-02,0.030886891324646795,0.027000000700354576,0.015000000596046448
Chixoy,Guatemala,2024-09-02,,,
Snake,United States of America,2024-09-02,,,
Snake,United States of America,2024-09-02,,,
La Grande,Canada,2024-09-02,,,
La Grande,Canada,2024-09-02,,,
Rio Grande,United States of America,2024-09-02,,,
Rio Grande,United States of America,2024-09-02,,,
Saskatchewan,Canada,2024-09-02,,,
Saskatchewan,Canada,2024-09-02,,,
North Saskatchewan,Canada,2024-09-02,,,
Arkansas,United States of America,2024-09-02,,,
Yukon,United States of America,2024-09-02,0.005000000167638064,0.003000000026077032,0.004000000189989805
Teslin,Canada,2024-09-02,0.008062258131235244,0.00800000037997961,0.0010000000474974513
Teslin,Canada,2024-09-02,0.013892444188418784,0.007000000216066837,0.012000000104308128
Columbia,Canada,2024-09-02,,,
Columbia,United States of America,2024-09-02,0.0,0.0,0.0
Allegheny,United States of America,2024-09-02,,,
Niagara,Canada,2024-09-02,,,
St. Clair,Canada,2024-09-02,,,
Ohio,United States of America,2024-09-02,,,
Saint Lawrence,Canada,2024-09-02,0.24204339891976112,0.22700001299381256,0.08400000631809235
Peace,Canada,2024-09-02,0.00943398164184666,0.005000000353902578,0.00800000037997961
Peace,Canada,2024-09-02,0.010000000335276128,0.00800000037997961,0.006000000052154064
Mackenzie,Canada,2024-09-02,0.009055385683948427,0.009000000543892384,0.0010000000474974513
Mackenzie,Canada,2024-09-02,0.005830952211730783,0.005000000353902578,0.003000000026077032
Slave,Canada,2024-09-02,0.028653098099964594,0.02500000037252903,0.014000000432133675
Mississippi,United States of America,2024-09-02,,,
Madison,United States of America,2024-09-02,,,
Madison,United States of America,2024-09-02,,,
Missouri,United States of America,2024-09-02,,,
Missouri,United States of America,2024-09-02,,,
Salinas,United States of America,2024-09-02,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Rio Batepito,Mexico,2024-09-02,0.01503329697625869,0.0010000000474974513,0.015000000596046448
Rungwa,United Republic of Tanzania,2024-09-03,,,
Ligonha,Mozambique,2024-09-03,0.04604346154810846,0.046000003814697266,-0.0020000000949949026
Dongwe,Zambia,2024-09-03,,,
Cuito,Angola,2024-09-03,,,
Bagoé,Mali,2024-09-03,,,
Hadejia,Nigeria,2024-09-03,,,
Sous,Morocco,2024-09-03,0.05661272241422809,0.046000003814697266,-0.032999999821186066
Oum Er Rbia,Morocco,2024-09-03,,,
San Miguel,Bolivia,2024-09-03,,,
Coari,Brazil,2024-09-03,,,
Dan,China,2024-09-03,0.06594694989226413,-0.0430000014603138,0.05000000074505806
Dan,China,2024-09-03,0.06594694989226413,-0.0430000014603138,0.05000000074505806
Tonle Sap,Cambodia,2024-09-03,0.045607019251864986,-0.02800000086426735,0.036000002175569534
Tonle Sap,Cambodia,2024-09-03,0.006324555399854474,0.0020000000949949026,0.006000000052154064
Maningory,Madagascar,2024-09-03,0.0014142136295446348,-0.0010000000474974513,-0.0010000000474974513
Maningory,Madagascar,2024-09-03,0.0014142136295446348,-0.0010000000474974513,-0.0010000000474974513
Bois,Brazil,2024-09-03,,,
Bois,Brazil,2024-09-03,,,
Cauca,Colombia,2024-09-03,0.01100000087171793,-0.01100000087171793,0.0
Cojedes,Venezuela,2024-09-03,,,
Vaupés,Brazil,2024-09-03,,,
Santiago,Ecuador,2024-09-03,0.03900000223746666,-0.036000002175569534,0.015000000596046448
Aripuanã,Brazil,2024-09-03,,,
Teles Pires,Brazil,2024-09-03,,,
Unini,Brazil,2024-09-03,,,
Ajajú,Colombia,2024-09-03,,,
Jutaí,Brazil,2024-09-03,,,
Rio das Mortes,Brazil,2024-09-03,,,
Miranda,Brazil,2024-09-03,,,
Verde,Brazil,2024-09-03,,,
Taquari,Brazil,2024-09-03,,,
San Martin,Bolivia,2024-09-03,,,
Verde,Paraguay,2024-09-03,,,
Chico,Argentina,2024-09-03,0.011180340762149195,0.0020000000949949026,-0.01100000087171793
Gallegos,Argentina,2024-09-03,0.00538516517100502,-0.0020000000949949026,0.005000000353902578
Rio Rapel,Chile,2024-09-03,0.010049876330139517,0.010000000707805157,-0.0010000000474974513
Cess,Liberia,2024-09-03,0.10121265356802008,0.08000000566244125,0.06200000271201134
Rokel,Sierra Leone,2024-09-03,0.10590562073348136,-0.10400000214576721,0.020000001415610313
Ogun,Nigeria,2024-09-03,,,
Gamtoos,South Africa,2024-09-03,0.16107452251562498,-0.15700000524520874,0.036000002175569534
Wami,United Republic of Tanzania,2024-09-03,0.12800391030671734,-0.01600000075995922,0.12700000405311584
Notwani,Botswana,2024-09-03,,,
Mogalakwena,South Africa,2024-09-03,,,
Umzingwani,Zimbabwe,2024-09-03,,,
Punguè,Mozambique,2024-09-03,0.17394827297663143,-0.12300000339746475,0.12300000339746475
Shangani,Zimbabwe,2024-09-03,,,
Licungo,Mozambique,2024-09-03,0.03436568243445226,0.03400000184774399,-0.005000000353902578
Igombe,United Republic of Tanzania,2024-09-03,,,
Kangen,South Sudan,2024-09-03,,,
Moulouya,Morocco,2024-09-03,,,
Fen,China,2024-09-03,,,
Yi,China,2024-09-03,0.023600848706439588,0.01900000125169754,-0.014000000432133675
Bogcang,China,2024-09-03,,,
Tura,Russia,2024-09-03,0.06306346210945239,0.0560000017285347,0.029000001028180122
Herlen,Mongolia,2024-09-03,,,
Bol’shoy Yugan,Russia,2024-09-03,0.004472136167414639,0.0020000000949949026,0.004000000189989805
Vasyugan,Russia,2024-09-03,0.0940850721268934,0.004000000189989805,0.09400000423192978
Qarqan,China,2024-09-03,,,
Huan,China,2024-09-03,,,
Zi,China,2024-09-03,,,
Kaladan,Myanmar,2024-09-03,,,
Mytitha,Myanmar,2024-09-03,,,
Jiulong,China,2024-09-03,0.021213205002932355,-0.003000000026077032,-0.021000001579523087
Mei,China,2024-09-03,0.03471311176877594,0.007000000216066837,0.03400000184774399
Tuo,China,2024-09-03,,,
Baram,Malaysia,2024-09-03,0.013038405081479038,0.013000000268220901,-0.0010000000474974513
Son,India,2024-09-03,,,
Betwa,India,2024-09-03,,,
Ba,Vietnam,2024-09-03,0.0014142136295446348,-0.0010000000474974513,0.0010000000474974513
Masi,Indonesia,2024-09-03,0.08125269609086265,0.01900000125169754,-0.07900000363588333
Pembuang,Indonesia,2024-09-03,0.012206556319496478,-0.010000000707805157,-0.007000000216066837
Ramu,Papua New Guinea,2024-09-03,0.03330165304211838,0.02200000174343586,-0.02500000037252903
Parbati,India,2024-09-03,,,
Indravati,India,2024-09-03,0.032756679926552706,0.017000000923871994,0.02800000086426735
Ravi,Pakistan,2024-09-03,,,
Tumen,North Korea,2024-09-03,0.02059126157660954,-0.018000001087784767,0.010000000707805157
Markha,Russia,2024-09-03,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Selemdzha,Russia,2024-09-03,,,
Selennyakh,Russia,2024-09-03,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Bytantay,Russia,2024-09-03,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Uchur,Russia,2024-09-03,0.00806225803015844,0.007000000216066837,-0.004000000189989805
Chara,Russia,2024-09-03,0.004472136167414639,0.0020000000949949026,-0.004000000189989805
Ozhogina,Russia,2024-09-03,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Nemor,China,2024-09-03,,,
Penzhina,Russia,2024-09-03,0.012206556319496478,0.010000000707805157,-0.007000000216066837
Quan,China,2024-09-03,0.16977927962756692,0.1080000028014183,0.13100001215934753
Muling,China,2024-09-03,0.04252058496391783,-0.02800000086426735,0.03200000151991844
Ivaí,Brazil,2024-09-03,,,
Jejuí Guazú,Paraguay,2024-09-03,,,
Tercero,Argentina,2024-09-03,,,
Pardo,Brazil,2024-09-03,,,
Pibor,South Sudan,2024-09-03,,,
Gombe,United Republic of Tanzania,2024-09-03,,,
Balak,India,2024-09-03,,,
Balak,Bangladesh,2024-09-03,,,
Gandak,Nepal,2024-09-03,,,
Ying,China,2024-09-03,0.0,0.0,0.0
Carcarañá,Argentina,2024-09-03,,,
Gwayi,Zimbabwe,2024-09-03,,,
Javari,Peru,2024-09-03,,,
Guárico,Venezuela,2024-09-03,,,
Guárico,Venezuela,2024-09-03,,,
Limay,Argentina,2024-09-03,0.016124516262470488,-0.01600000075995922,-0.0020000000949949026
Limay,Argentina,2024-09-03,0.015000000596046448,0.0,0.015000000596046448
Di’er Songhua,China,2024-09-03,0.05907622387805223,0.049000002443790436,-0.032999999821186066
Di’er Songhua,China,2024-09-03,0.05580322704943527,0.04500000178813934,-0.032999999821186066
Ogooué,Gabon,2024-09-03,,,
Ogooué,Gabon,2024-09-03,,,
Chico,Argentina,2024-09-03,0.02202271653342048,0.014000000432133675,-0.017000000923871994
Chico,Argentina,2024-09-03,0.02202271653342048,0.014000000432133675,-0.017000000923871994
Pongola,South Africa,2024-09-03,0.04310452558309221,-0.003000000026077032,0.0430000014603138
Pongola,South Africa,2024-09-03,0.04310452558309221,-0.003000000026077032,0.0430000014603138
Lufira,Democratic Republic of the Congo,2024-09-03,,,
Lufira,Democratic Republic of the Congo,2024-09-03,,,
Lokoro,Democratic Republic of the Congo,2024-09-03,,,
Lokoro,Democratic Republic of the Congo,2024-09-03,,,
Awash,Ethiopia,2024-09-03,0.010816654307867659,-0.006000000052154064,0.009000000543892384
Awash,Ethiopia,2024-09-03,0.040804412325961596,-0.012000000104308128,0.039000000804662704
Beas,India,2024-09-03,,,
Beas,India,2024-09-03,,,
Tungabhadra,India,2024-09-03,0.05679788993731448,-0.02500000037252903,-0.05100000277161598
Tungabhadra,India,2024-09-03,0.03036445404456519,-0.029000001028180122,-0.009000000543892384
Mahaweli,Sri Lanka,2024-09-03,0.09052072071872139,-0.02500000037252903,-0.08700000494718552
Mahaweli,Sri Lanka,2024-09-03,0.09052072071872139,-0.02500000037252903,-0.08700000494718552
Ngun,Laos,2024-09-03,0.13763721037704227,0.1120000034570694,0.08000000566244125
Ngun,Laos,2024-09-03,0.1309198256424525,0.1080000028014183,0.07400000095367432
Qumar,China,2024-09-03,,,
Qumar,China,2024-09-03,,,
Yalu,North Korea,2024-09-03,,,
Yalu,North Korea,2024-09-03,,,
Corumbá,Brazil,2024-09-03,,,
Corumbá,Brazil,2024-09-03,,,
Lukuga,United Republic of Tanzania,2024-09-03,,,
Lukuga,Democratic Republic of the Congo,2024-09-03,,,
Tietê,Brazil,2024-09-03,,,
Tietê,Brazil,2024-09-03,,,
Tao’er,China,2024-09-03,,,
Tao’er,China,2024-09-03,,,
Oka,Russia,2024-09-03,,,
Oka,Russia,2024-09-03,,,
Mearim,Brazil,2024-09-03,,,
Mearim,Brazil,2024-09-03,,,
Oti,Ghana,2024-09-03,,,
Oti,Ghana,2024-09-03,,,
Luvua,Zambia,2024-09-03,,,
Luvua,Democratic Republic of the Congo,2024-09-03,,,
Bol’shoy Yenisey,Russia,2024-09-03,,,
Bunga,Nigeria,2024-09-03,,,
Niari,Republic of the Congo,2024-09-03,,,
Lungwebungu,Angola,2024-09-03,,,
Luangwa,Zambia,2024-09-03,,,
Great Ruaha,United Republic of Tanzania,2024-09-03,0.04341658814569424,0.0430000014603138,-0.006000000052154064
Tekezé,Ethiopia,2024-09-03,0.0010000000474974513,0.0,-0.0010000000474974513
Mun,Thailand,2024-09-03,0.02630589343502502,0.026000000536441803,-0.004000000189989805
Chi,Thailand,2024-09-03,0.011180340762149195,-0.01100000087171793,-0.0020000000949949026
Shandian,China,2024-09-03,,,
Da,Vietnam,2024-09-03,,,
Onon,Russia,2024-09-03,,,
Tone,Japan,2024-09-03,0.07217340666826716,-0.07200000435113907,-0.005000000353902578
Taymura,Russia,2024-09-03,0.003000000026077032,0.0,0.003000000026077032
Alazeya,Russia,2024-09-03,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Mana,Russia,2024-09-03,,,
Popigay,Russia,2024-09-03,0.003000000026077032,0.0,0.003000000026077032
Contas,Brazil,2024-09-03,,,
Maicuru,Brazil,2024-09-03,,,
Mira,Ecuador,2024-09-03,0.0787718235091898,-0.07400000095367432,-0.027000000700354576
Copiapó,Chile,2024-09-03,0.01315294671751251,-0.0020000000949949026,0.013000000268220901
Dulce,Argentina,2024-09-03,,,
Cả,Vietnam,2024-09-03,0.0,0.0,0.0
Nakdong,South Korea,2024-09-03,0.020024985810716805,0.020000001415610313,0.0010000000474974513
Palyavaam,Russia,2024-09-03,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Great Kei,South Africa,2024-09-03,0.00948683350473304,0.003000000026077032,0.009000000543892384
Lukenie,Democratic Republic of the Congo,2024-09-03,,,
Kondoma,Russia,2024-09-03,,,
Daling,China,2024-09-03,,,
Bol’shoy Anyuy,Russia,2024-09-03,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Aoukalé,Central African Republic,2024-09-03,,,
Chico,Argentina,2024-09-03,0.031016126109045975,0.029000001028180122,-0.01100000087171793
Tambo,Peru,2024-09-03,0.14358970264608586,0.13700000941753387,0.0430000014603138
Pisco,Peru,2024-09-03,0.07178440353116002,0.06800000369548798,-0.023000001907348633
Ocoña,Peru,2024-09-03,0.04788528326216657,0.023000001907348633,-0.04200000315904617
Yapacani,Bolivia,2024-09-03,0.0020000000949949026,-0.0020000000949949026,0.0
Una,Brazil,2024-09-03,,,
Piauí,Brazil,2024-09-03,,,
Olifants,South Africa,2024-09-03,0.013038405081479038,0.0010000000474974513,-0.013000000268220901
Alima,Republic of the Congo,2024-09-03,,,
Ebola,Democratic Republic of the Congo,2024-09-03,,,
Lua,Democratic Republic of the Congo,2024-09-03,,,
Chinko,Central African Republic,2024-09-03,,,
Baoulé,Mali,2024-09-03,,,
Oued Sebou,Morocco,2024-09-03,,,
Lucala,Angola,2024-09-03,,,
Ngounie,Gabon,2024-09-03,,,
Ribeira,Brazil,2024-09-03,,,
Zuo,China,2024-09-03,0.09749359051562792,0.017000000923871994,0.09600000083446503
Duliu,China,2024-09-03,,,
Mogami,Japan,2024-09-03,0.17777514089305985,0.052000001072883606,0.17000000178813934
Ituxi,Brazil,2024-09-03,,,
Saint Paul,Liberia,2024-09-03,0.027294688848548285,0.004000000189989805,-0.027000000700354576
Lobaye,Central African Republic,2024-09-03,,,
Dja,Cameroon,2024-09-03,,,
Sankuru,Democratic Republic of the Congo,2024-09-03,,,
Kwilu,Democratic Republic of the Congo,2024-09-03,,,
Chambeshi,Zambia,2024-09-03,,,
Inkisi,Democratic Republic of the Congo,2024-09-03,,,
Shama,United Republic of Tanzania,2024-09-03,,,
Malagarasi,United Republic of Tanzania,2024-09-03,,,
Erdao,China,2024-09-03,,,
Nanweng,China,2024-09-03,,,
Chuna,Russia,2024-09-03,0.010630146240979457,0.007000000216066837,-0.00800000037997961
Severnaya Sos’va,Russia,2024-09-03,0.0010000000474974513,0.0,-0.0010000000474974513
Amgun’,Russia,2024-09-03,,,
Moma,Russia,2024-09-03,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Adycha,Russia,2024-09-03,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Chaor,China,2024-09-03,,,
Bikin,Russia,2024-09-03,0.07510659390862272,-0.07500000298023224,-0.004000000189989805
Maya,Russia,2024-09-03,0.029614186807344497,0.006000000052154064,0.029000001028180122
Kukhtuy,Russia,2024-09-03,0.004000000189989805,0.0,-0.004000000189989805
Jiparaná,Brazil,2024-09-03,,,
Ventuari,Venezuela,2024-09-03,,,
Nhamundá,Brazil,2024-09-03,,,
Itiquira,Brazil,2024-09-03,,,
Ivinheima,Brazil,2024-09-03,,,
Verde,Brazil,2024-09-03,,,
Bermejo,Argentina,2024-09-03,,,
Gongola,Nigeria,2024-09-03,,,
Molopo,South Africa,2024-09-03,,,
Auob,Namibia,2024-09-03,,,
Onilahy,Madagascar,2024-09-03,0.0020000000949949026,-0.0020000000949949026,0.0
Wei,China,2024-09-03,,,
Vakh,Russia,2024-09-03,0.008485281447995555,0.006000000052154064,0.006000000052154064
Za’gya,China,2024-09-03,,,
Harirud,Afghanistan,2024-09-03,,,
Yurungkax,China,2024-09-03,,,
Zarafshon,Uzbekistan,2024-09-03,,,
Dali,China,2024-09-03,,,
Jing,China,2024-09-03,0.07736924773189509,0.01900000125169754,-0.07500000298023224
Dam,China,2024-09-03,,,
Mytinge,Myanmar,2024-09-03,,,
Qin,China,2024-09-03,,,
Ou,China,2024-09-03,0.0,0.0,0.0
Wainganga,India,2024-09-03,0.04272002158682802,0.04000000283122063,0.015000000596046448
Toxkan,China,2024-09-03,,,
Banas,India,2024-09-03,,,
Tel,India,2024-09-03,,,
Zayü,China,2024-09-03,,,
Zhang,China,2024-09-03,,,
Orhon,Mongolia,2024-09-03,,,
Cagayan,Philippines,2024-09-03,0.062393912678356284,-0.007000000216066837,0.06200000271201134
Palar,India,2024-09-03,0.048548945619436595,0.026000000536441803,-0.04100000113248825
Tyung,Russia,2024-09-03,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Dulgalakh,Russia,2024-09-03,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Oloy,Russia,2024-09-03,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Bahr Aouk,Central African Republic,2024-09-03,,,
Luan,China,2024-09-03,,,
Udzha,Russia,2024-09-03,0.003000000026077032,0.0,0.003000000026077032
Santa,Peru,2024-09-03,0.022825426081504147,-0.020000001415610313,0.01100000087171793
Maputo,South Africa,2024-09-03,0.10791200939813965,-0.014000000432133675,-0.10700000822544098
Mongala,Democratic Republic of the Congo,2024-09-03,,,
Bakoy,Mali,2024-09-03,,,
Liu,China,2024-09-03,0.13572399455250753,-0.039000000804662704,0.1300000101327896
Rong,China,2024-09-03,0.12836277573388108,0.05900000408291817,0.11400000751018524
Komadugu Yobe,Niger,2024-09-03,,,
Komadugu Yobe,Nigeria,2024-09-03,,,
Ugalla,United Republic of Tanzania,2024-09-03,,,
Nen,China,2024-09-03,,,
Casiquiare,Venezuela,2024-09-03,,,
Ibicuí,Brazil,2024-09-03,,,
Wuding,China,2024-09-03,,,
Aksu,China,2024-09-03,,,
Luhit,India,2024-09-03,,,
Kureyka,Russia,2024-09-03,0.003000000026077032,0.0,0.003000000026077032
Uda,Russia,2024-09-03,,,
Tumnin,Russia,2024-09-03,,,
Poronay,Russia,2024-09-03,,,
Kouilou,Republic of the Congo,2024-09-03,,,
Asahan,Indonesia,2024-09-03,0.07505997899807398,0.003000000026077032,-0.07500000298023224
Fimi,Democratic Republic of the Congo,2024-09-03,,,
Luapula,Zambia,2024-09-03,,,
Malagarasi,United Republic of Tanzania,2024-09-03,,,
Di’er Songhua,China,2024-09-03,0.18751534220519475,-0.049000002443790436,-0.1810000091791153
Kolidam,India,2024-09-03,0.011401755098854624,0.01100000087171793,-0.003000000026077032
Jhelum,Pakistan,2024-09-03,,,
Jhelum,Pakistan,2024-09-03,,,
Guaporé,Brazil,2024-09-03,,,
Kabalebo,Suriname,2024-09-03,,,
Katanga,Russia,2024-09-03,0.010630146240979457,-0.007000000216066837,0.00800000037997961
Kaduna,Nigeria,2024-09-03,,,
Ouémé,Benin,2024-09-03,,,
Ouémé,Benin,2024-09-03,,,
Komoé,Ivory Coast,2024-09-03,,,
Chulym,Russia,2024-09-03,0.028425342845275123,0.02200000174343586,0.018000001087784767
Verkhnyaya Taymyra,Russia,2024-09-03,0.003000000026077032,0.0,0.003000000026077032
Vitim,Russia,2024-09-03,0.003605551349855083,-0.0020000000949949026,0.003000000026077032
Fuchun,China,2024-09-03,,,
Fuchun,China,2024-09-03,,,
Mae Klong,Thailand,2024-09-03,0.029427879012485322,-0.029000001028180122,-0.005000000353902578
Mae Klong,Thailand,2024-09-03,0.05787054900583436,0.05700000375509262,-0.010000000707805157
Yom,Thailand,2024-09-03,0.06661081154017177,0.039000000804662704,0.05400000140070915
Yom,Thailand,2024-09-03,0.014317821328665626,-0.006000000052154064,0.013000000268220901
Cunene,Angola,2024-09-03,,,
Cunene,Angola,2024-09-03,,,
Río Negro,Uruguay,2024-09-03,,,
Río Negro,Uruguay,2024-09-03,,,
Paranapanema,Brazil,2024-09-03,,,
Paranapanema,Brazil,2024-09-03,,,
Tana,Kenya,2024-09-03,,,
Tana,Kenya,2024-09-03,,,
Rusizi,United Republic of Tanzania,2024-09-03,,,
Rusizi,Democratic Republic of the Congo,2024-09-03,,,
Cauvery,India,2024-09-03,0.06453681511239424,0.049000002443790436,0.04200000315904617
Cauvery,India,2024-09-03,0.017204651297130284,0.010000000707805157,0.014000000432133675
Chambal,India,2024-09-03,,,
Chambal,India,2024-09-03,,,
Zeya,Russia,2024-09-03,,,
Zeya,Russia,2024-09-03,,,
Pangani,United Republic of Tanzania,2024-09-03,0.06824221755159764,-0.039000000804662704,0.0560000017285347
Pangani,United Republic of Tanzania,2024-09-03,0.06350590629030362,0.00800000037997961,0.06300000101327896
Caroní,Venezuela,2024-09-03,,,
Caroní,Venezuela,2024-09-03,,,
Bandama,Ivory Coast,2024-09-03,,,
Bandama,Ivory Coast,2024-09-03,,,
Hudi,China,2024-09-03,0.05800862284649842,0.03400000184774399,-0.04700000211596489
Hudi,China,2024-09-03,0.08095678539666769,-0.02500000037252903,-0.07700000703334808
Ping,Thailand,2024-09-03,,,
Ping,Thailand,2024-09-03,0.007615773314732914,-0.003000000026077032,0.007000000216066837
Ile,Kazakhstan,2024-09-03,,,
Ile,Kazakhstan,2024-09-03,,,
Sanggan,China,2024-09-03,,,
Sanggan,China,2024-09-03,,,
Wujia,China,2024-09-03,,,
Wujia,China,2024-09-03,,,
Trombetas,Brazil,2024-09-03,,,
Trombetas,Brazil,2024-09-03,,,
Nizhnyaya Taymyra,Russia,2024-09-03,0.003000000026077032,0.0,0.003000000026077032
Nizhnyaya Taymyra,Russia,2024-09-03,0.003000000026077032,0.0,0.003000000026077032
Gambia,Senegal,2024-09-03,0.020223749819973463,-0.003000000026077032,-0.020000001415610313
Apure,Venezuela,2024-09-03,,,
Jari,Brazil,2024-09-03,,,
Napo,Peru,2024-09-03,0.01600000075995922,0.0,0.01600000075995922
Juruá,Brazil,2024-09-03,,,
Parnaíba,Brazil,2024-09-03,,,
Bandama Blanc,Ivory Coast,2024-09-03,,,
Bomu,Democratic Republic of the Congo,2024-09-03,,,
Mbam,Cameroon,2024-09-03,,,
Aïna,Gabon,2024-09-03,,,
Cuanza,Angola,2024-09-03,,,
Cuando,Angola,2024-09-03,,,
Marico,Botswana,2024-09-03,,,
Luwegu,United Republic of Tanzania,2024-09-03,0.06603786946916672,-0.0560000017285347,-0.03500000014901161
Akobo,Ethiopia,2024-09-03,,,
Ghäghara,India,2024-09-03,,,
Chindwin,Myanmar,2024-09-03,,,
Krong,Vietnam,2024-09-03,0.02517935699701074,-0.003000000026077032,0.02500000037252903
Wu,China,2024-09-03,,,
Xiang,China,2024-09-03,0.05162364079357937,0.05100000277161598,0.00800000037997961
Huai,China,2024-09-03,0.0,0.0,0.0
Ingoda,Russia,2024-09-03,,,
Olëkma,Russia,2024-09-03,0.004472136167414639,0.004000000189989805,-0.0020000000949949026
Künes,China,2024-09-03,,,
Sartang,Russia,2024-09-03,0.003162277699927237,0.0010000000474974513,0.003000000026077032
Omolon,Russia,2024-09-03,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Sapt,China,2024-09-03,,,
Min,China,2024-09-03,0.026870059455256442,-0.01900000125169754,0.01900000125169754
Lúrio,Mozambique,2024-09-03,0.0020000000949949026,-0.0020000000949949026,0.0
Beni,Bolivia,2024-09-03,,,
Ituri,Democratic Republic of the Congo,2024-09-03,,,
Betsiboka,Madagascar,2024-09-03,0.09712878336815244,0.005000000353902578,0.09700000286102295
Courantyne,Guyana,2024-09-03,,,
Mazoe,Zimbabwe,2024-09-03,0.01236931698437134,0.012000000104308128,0.003000000026077032
Sreng,Cambodia,2024-09-03,0.045607019251864986,-0.02800000086426735,0.036000002175569534
